MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 06:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 06:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 06:00
10010803683,000000000022208324,0.004,Active Import Interval (kW),20-08-2025 05:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 05:30
10010803683,000000000022208324,0.324,Active Import Interval (kW),20-08-2025 05:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 05:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 04:30
10010803683,000000000022208324,0.322,Active Import Interval (kW),20-08-2025 04:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 04:00
10010803683,000000000022208324,1.672,Active Import Interval (kW),20-08-2025 04:00
10010803683,000000000022208324,1.856,Active Import Interval (kW),20-08-2025 03:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 03:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 03:00
10010803683,000000000022208324,1.832,Active Import Interval (kW),20-08-2025 03:00
10010803683,000000000022208324,1.982,Active Import Interval (kW),20-08-2025 02:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 02:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 02:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 02:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 01:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 01:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 01:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 01:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 00:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 00:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),20-08-2025 00:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),20-08-2025 00:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 23:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 23:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 23:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 23:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 22:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 22:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 22:00
10010803683,000000000022208324,0.002,Active Export Interval (kW),19-08-2025 22:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 21:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 21:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 21:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 21:00
10010803683,000000000022208324,0.034,Active Export Interval (kW),19-08-2025 20:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 20:30
10010803683,000000000022208324,0.392,Active Export Interval (kW),19-08-2025 20:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 20:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 19:30
10010803683,000000000022208324,1.330,Active Export Interval (kW),19-08-2025 19:30
10010803683,000000000022208324,1.934,Active Export Interval (kW),19-08-2025 19:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 19:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 18:30
10010803683,000000000022208324,2.442,Active Export Interval (kW),19-08-2025 18:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 18:00
10010803683,000000000022208324,2.256,Active Export Interval (kW),19-08-2025 18:00
10010803683,000000000022208324,1.078,Active Export Interval (kW),19-08-2025 17:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 17:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 17:00
10010803683,000000000022208324,1.178,Active Export Interval (kW),19-08-2025 17:00
10010803683,000000000022208324,1.686,Active Export Interval (kW),19-08-2025 16:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 16:30
10010803683,000000000022208324,1.368,Active Export Interval (kW),19-08-2025 16:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 16:00
